latitude,longitude,room_type,price
40.82344909,-73.94203346,Shared room,$30.00 
40.76614879,-73.98408373,Shared room,$250.00 
40.76010615,-73.98915087,Shared room,$49.00 
40.74102851,-73.9821081,Shared room,$118.00 
40.74795779,-73.97949071,Shared room,$103.00 
40.71780126,-73.98503674,Shared room,$110.00 
40.75157085,-73.98529497,Shared room,$55.00 
40.80124338,-73.95979945,Shared room,$49.00 
40.80451991,-73.96516242,Shared room,$300.00 
40.72374392,-73.99468909,Shared room,$49.00 
40.59312407,-73.94224998,Shared room,$50.00 
40.64751516,-74.00590114,Shared room,$65.00 
40.76035258,-73.98025783,Shared room,$75.00 
40.74496167,-73.9093577,Shared room,$64.00 
40.74403962,-73.90688487,Shared room,$39.00 
40.74170523,-73.90589568,Shared room,$35.00 
40.76178223,-73.96713168,Shared room,$230.00 
40.77081717,-73.95563261,Shared room,$80.00 
40.78815313,-73.97369778,Shared room,$150.00 
40.79583895,-73.96380971,Shared room,$35.00 
40.80088932,-73.96751657,Shared room,$85.00 
40.84290498,-73.93839584,Shared room,$49.00 
40.84883333,-73.93219355,Shared room,$70.00 
40.73622081,-74.00147185,Shared room,$105.00 
40.71794769,-73.94929741,Shared room,$65.00 
40.70551221,-73.91924996,Shared room,$70.00 
40.69028552,-73.91898512,Shared room,$75.00 
40.74028577,-73.99805042,Shared room,$250.00 
40.74486731,-74.00277154,Shared room,$75.00 
40.81230768,-73.8553482,Shared room,$35.00 
40.67199878,-73.94246697,Shared room,$50.00 
40.79106406,-73.9505774,Shared room,$47.00 
40.7087323,-74.01333402,Shared room,$88.00 
40.7533435,-73.82883382,Shared room,$288.00 
40.75461018,-73.82004521,Shared room,$35.00 
40.71999269,-73.83920273,Shared room,$55.00 
40.85872807,-73.86996826,Shared room,$35.00 
40.69080575,-73.95626945,Shared room,$35.00 
40.81674439,-73.95291846,Shared room,$65.00 
40.81658001,-73.94350252,Shared room,$75.00 
40.81632886,-73.93741141,Shared room,$66.00 
40.82799563,-73.9368426,Shared room,$50.00 
40.76513464,-73.98655551,Shared room,$49.00 
40.7645477,-73.9912768,Shared room,$30.00 
40.72472998,-73.81308561,Shared room,$80.00 
40.718267,-73.99002137,Shared room,$235.00 
40.72086205,-73.98857143,Shared room,$500.00 
40.71625257,-73.98650536,Shared room,$30.00 
40.71329189,-73.99046902,Shared room,$45.00 
40.73832331,-73.92885843,Shared room,$40.00 
40.76212555,-73.98381115,Shared room,$54.00 
40.76180604,-73.98017196,Shared room,$525.00 
40.77557111,-73.9809948,Shared room,$100.00 
40.85781936,-73.93183347,Shared room,$42.00 
40.71413817,-73.93691553,Shared room,$30.00 
40.6832155,-73.9170239,Shared room,$75.00 
40.58050942,-73.95812551,Shared room,$50.00 
40.66217167,-73.91460263,Shared room,$182.00 
40.70272805,-73.92036249,Shared room,$35.00 
40.70280261,-73.92771356,Shared room,$40.00 
40.75186471,-73.99634731,Shared room,$125.00 
40.67114094,-73.93560803,Shared room,$35.00 
40.79028222,-73.94799738,Shared room,$50.00 
40.80476355,-73.9407439,Shared room,$89.00 
40.79731027,-73.94231358,Shared room,$55.00 
40.72912217,-73.97949957,Shared room,$95.00 
40.72306339,-73.98158745,Shared room,$50.00 
40.73237272,-73.98917998,Shared room,$99.00 
40.64229167,-73.9551817,Shared room,$37.00 
40.64014691,-73.96111769,Shared room,$200.00 
40.76311956,-73.8238743,Shared room,$30.00 
40.67069641,-73.99117894,Shared room,$37.00 
40.59172152,-73.78665268,Shared room,$35.00 
40.70375405,-73.83040402,Shared room,$45.00 
40.81160717,-73.94305572,Shared room,$70.00 
40.75816758,-73.99468666,Shared room,$45.00 
40.7684097,-73.99338925,Shared room,$85.00 
40.71763663,-73.76401735,Shared room,$120.00 
40.81471675,-73.95949136,Shared room,$70.00 
40.5833311,-73.81651559,Shared room,$50.00 
40.59823602,-73.95435111,Shared room,$37.00 
40.74167321,-73.92529047,Shared room,$95.00 
40.65146942,-74.00621281,Shared room,$59.00 
40.76245703,-73.98521784,Shared room,$55.00 
40.76106356,-73.98632768,Shared room,$65.00 
40.80072428,-73.95950675,Shared room,$49.00 
40.8532138,-73.93596007,Shared room,$35.00 
40.69266207,-73.92838656,Shared room,$40.00 
40.67701425,-73.90907214,Shared room,$33.00 
40.66791585,-73.92538345,Shared room,$37.00 
40.70093942,-73.92717961,Shared room,$40.00 
40.75090803,-73.99413502,Shared room,$200.00 
40.74048908,-73.85606875,Shared room,$45.00 
40.67762517,-73.89723481,Shared room,$33.00 
40.75941354,-73.85722763,Shared room,$45.00 
40.72331849,-73.98740488,Shared room,$52.00 
40.75303734,-73.82307821,Shared room,$29.00 
40.74044948,-73.78256932,Shared room,$38.00 
40.7341453,-73.98479063,Shared room,$90.00 
40.77244595,-73.91922318,Shared room,$90.00 
40.7773772,-73.91772428,Shared room,$32.00 
40.82355742,-73.94218162,Shared room,$30.00 
40.81548803,-73.95277604,Shared room,$90.00 
40.80882244,-73.94200373,Shared room,$100.00 
40.76224699,-73.98964028,Shared room,$55.00 
40.76418084,-73.98494071,Shared room,$74.00 
40.72453737,-73.81206084,Shared room,$60.00 
40.71710115,-73.9978142,Shared room,$59.00 
40.75084541,-73.98634683,Shared room,$55.00 
40.74325781,-73.9834007,Shared room,$49.00 
40.75593658,-73.96906988,Shared room,$265.00 
40.67723147,-73.98082739,Shared room,$150.00 
40.83805352,-73.85866528,Shared room,$1.00 
40.85650388,-73.90622012,Shared room,$61.00 
40.85622709,-73.93299736,Shared room,$35.00 
40.7170358,-73.95371394,Shared room,$175.00 
40.70745411,-73.94306903,Shared room,$50.00 
40.70162728,-73.92225012,Shared room,$34.00 
40.69451629,-73.9293684,Shared room,$30.00 
40.75095775,-73.99528385,Shared room,$68.00 
40.68692126,-73.96101114,Shared room,$50.00 
40.57750656,-73.98521049,Shared room,$50.00 
40.6506009,-73.92553065,Shared room,$43.00 
40.79783127,-73.9354643,Shared room,$100.00 
40.79312807,-73.94651081,Shared room,$42.00 
40.7327979,-73.87303327,Shared room,$60.00 
40.72814861,-73.97598174,Shared room,$100.00 
40.71071868,-74.006959,Shared room,$60.00 
40.72488273,-73.94084933,Shared room,$96.00 
40.80132316,-73.95568101,Shared room,$75.00 
40.81537656,-73.9546592,Shared room,$70.00 
40.81934103,-73.9561897,Shared room,$80.00 
40.82523502,-73.93831488,Shared room,$50.00 
40.75597565,-73.99375223,Shared room,$135.00 
40.86315509,-73.92626579,Shared room,$200.00 
40.73872632,-73.98152847,Shared room,$115.00 
40.73842041,-73.98007812,Shared room,$97.00 
40.75447987,-73.93503151,Shared room,$60.00 
40.61391159,-73.95798227,Shared room,$32.00 
40.85361658,-73.82949067,Shared room,$150.00 
40.85789777,-73.90437834,Shared room,$69.00 
40.78633395,-73.95527515,Shared room,$73.00 
40.79530763,-73.97603539,Shared room,$200.00 
40.78768198,-73.9723789,Shared room,$85.00 
40.71679696,-73.95689951,Shared room,$48.00 
40.71240971,-73.95172521,Shared room,$60.00 
40.69242111,-73.95967241,Shared room,$30.00 
40.7021019,-73.9257307,Shared room,$25.00 
40.67658788,-73.95753899,Shared room,$56.00 
40.6766697,-73.96057839,Shared room,$70.00 
40.82735342,-73.92110899,Shared room,$46.00 
40.67875581,-73.88907055,Shared room,$45.00 
40.79384343,-73.94033551,Shared room,$50.00 
40.79970486,-73.94110443,Shared room,$48.00 
40.7244195,-73.9869873,Shared room,$65.00 
40.71118572,-74.00601412,Shared room,$250.00 
40.70537802,-74.01043539,Shared room,$80.00 
40.70456889,-74.00733122,Shared room,$90.00 
40.75051247,-73.82057255,Shared room,$69.00 
40.7662506,-73.92447014,Shared room,$34.00 
40.58741664,-73.96663282,Shared room,$32.00 
40.81781003,-73.93470223,Shared room,$65.00 
40.81059596,-73.94646998,Shared room,$100.00 
40.76320393,-73.9919857,Shared room,$55.00 
40.86861574,-73.91606562,Shared room,$65.00 
40.66809867,-73.97726274,Shared room,$78.00 
40.77179894,-73.9486449,Shared room,$150.00 
40.76543049,-73.95469038,Shared room,$69.00 
40.77277379,-73.9560406,Shared room,$240.00 
40.80165081,-73.96286511,Shared room,$76.00 
40.80449062,-73.96779874,Shared room,$61.00 
40.85450313,-73.93169492,Shared room,$50.00 
40.84561051,-73.93346367,Shared room,$165.00 
40.70698073,-73.94308539,Shared room,$90.00 
40.69121868,-73.95647993,Shared room,$35.00 
40.69723491,-73.92510905,Shared room,$60.00 
40.69931395,-73.91935524,Shared room,$25.00 
40.7437183,-73.99947574,Shared room,$78.00 
40.74397798,-73.99664319,Shared room,$46.00 
40.78453287,-73.85068043,Shared room,$24.00 
40.74904613,-73.86499257,Shared room,$37.00 
40.66209426,-73.93946789,Shared room,$85.00 
40.64942218,-73.92481888,Shared room,$43.00 
40.7911871,-73.94686963,Shared room,$45.00 
40.70601919,-74.00589858,Shared room,$69.00 
40.72963678,-73.8471209,Shared room,$65.00 
40.73310067,-73.98605096,Shared room,$199.00 
40.58624031,-73.96806653,Shared room,$32.00 
40.80025945,-73.95196759,Shared room,$45.00 
40.76632586,-73.99098396,Shared room,$100.00 
40.76464975,-73.98715451,Shared room,$42.00 
40.76045521,-73.99688152,Shared room,$80.00 
40.76533927,-73.98515675,Shared room,$50.00 
40.67746736,-73.76493154,Shared room,$39.00 
40.74260659,-73.98102038,Shared room,$49.00 
40.74425513,-73.9805652,Shared room,$60.00 
40.74574923,-73.97837897,Shared room,$60.00 
40.74786253,-73.97277431,Shared room,$160.00 
40.74799084,-73.98264302,Shared room,$100.00 
40.71042755,-73.98853874,Shared room,$28.00 
40.71995286,-73.98543583,Shared room,$75.00 
40.61248854,-73.96017677,Shared room,$32.00 
40.80728276,-73.95856754,Shared room,$75.00 
40.72314845,-73.8579999,Shared room,$35.00 
40.58304055,-73.95797612,Shared room,$34.00 
40.60010722,-73.95615036,Shared room,$45.00 
40.58472349,-73.95832709,Shared room,$34.00 
40.76293579,-73.98528907,Shared room,$100.00 
40.76810164,-73.95680969,Shared room,$75.00 
40.77874779,-73.94982701,Shared room,$99.00 
40.76261738,-73.95752923,Shared room,$60.00 
40.7929706,-73.96822842,Shared room,$150.00 
40.79005167,-73.97485563,Shared room,$80.00 
40.80078737,-73.95934219,Shared room,$49.00 
40.70894495,-73.94142457,Shared room,$140.00 
40.71411859,-73.9495927,Shared room,$84.00 
40.70585863,-73.94134838,Shared room,$60.00 
40.68038065,-73.95462168,Shared room,$45.00 
40.58017307,-73.96160374,Shared room,$43.00 
40.69097036,-73.90356312,Shared room,$35.00 
40.69382319,-73.90925079,Shared room,$28.00 
40.74842265,-73.99544169,Shared room,$110.00 
40.68713077,-73.96226482,Shared room,$99.00 
40.67590358,-73.95704018,Shared room,$50.00 
40.68712216,-73.87166775,Shared room,$20.00 
40.63393328,-73.9474102,Shared room,$49.00 
40.79406482,-73.94102312,Shared room,$62.00 
40.75294083,-73.81926126,Shared room,$36.00 
40.76691289,-73.92391299,Shared room,$40.00 
40.6074048,-73.97457596,Shared room,$25.00 
40.81709954,-73.94458541,Shared room,$50.00 
40.80994467,-73.94882082,Shared room,$65.00 
40.81312118,-73.94547197,Shared room,$97.00 
40.76547697,-73.9847386,Shared room,$105.00 
40.76198776,-73.92683579,Shared room,$33.00 
40.7099268,-73.98700365,Shared room,$35.00 
40.753584,-73.99189935,Shared room,$99.00 
40.61978415,-73.95604899,Shared room,$50.00 
40.71671903,-73.90037899,Shared room,$35.00 
40.71672548,-73.87518849,Shared room,$32.00 
40.80523517,-73.9652616,Shared room,$50.00 
40.72288524,-73.99372903,Shared room,$250.00 
40.58964002,-73.81251363,Shared room,$40.00 
40.77089271,-73.95967799,Shared room,$75.00 
40.76318266,-73.96107563,Shared room,$100.00 
40.76111803,-73.9588769,Shared room,$71.00 
40.80120419,-73.96692777,Shared room,$55.00 
40.83555596,-73.94952744,Shared room,$50.00 
40.83650257,-73.93688309,Shared room,$65.00 
40.70798088,-73.93651719,Shared room,$64.00 
40.69047626,-73.95420331,Shared room,$30.00 
40.66301852,-73.94665541,Shared room,$25.00 
40.6868661,-73.91564483,Shared room,$40.00 
40.68977928,-73.96403617,Shared room,$25.00 
40.66671947,-73.9361244,Shared room,$59.00 
40.63424728,-73.94862014,Shared room,$45.00 
40.70929922,-74.01395975,Shared room,$75.00 
40.75497875,-73.82332843,Shared room,$30.00 
40.76227445,-73.82045127,Shared room,$30.00 
40.76241844,-73.92140571,Shared room,$89.00 
40.730409,-73.99504119,Shared room,$50.00 
40.80033502,-73.95535931,Shared room,$149.00 
40.80925233,-73.94521902,Shared room,$39.00 
40.82810509,-73.94371904,Shared room,$40.00 
40.82700252,-73.9419755,Shared room,$45.00 
40.76767053,-73.98783127,Shared room,$67.00 
40.74267166,-73.97603148,Shared room,$65.00 
40.71855092,-73.9971824,Shared room,$500.00 
40.75793516,-73.96959347,Shared room,$42.00 
40.74021838,-73.90457357,Shared room,$39.00 
40.59830598,-73.95421734,Shared room,$45.00 
40.76237026,-73.98442134,Shared room,$65.00 
40.7616775,-73.98573157,Shared room,$52.00 
40.78320588,-73.94808006,Shared room,$100.00 
40.85492334,-73.93231061,Shared room,$45.00 
40.70704737,-73.93167898,Shared room,$41.00 
40.70980903,-73.95764863,Shared room,$50.00 
40.68642018,-73.9344017,Shared room,$25.00 
40.73694295,-73.98934631,Shared room,$59.00 
40.697583,-73.93417159,Shared room,$54.00 
40.69259316,-73.92680404,Shared room,$70.00 
40.69914131,-73.93590638,Shared room,$44.00 
40.74977009,-73.99702491,Shared room,$80.00 
40.67639799,-73.94885824,Shared room,$35.00 
40.65221511,-73.94873879,Shared room,$40.00 
40.79863206,-73.94198553,Shared room,$45.00 
40.80770618,-73.94111814,Shared room,$95.00 
40.73226542,-73.98524209,Shared room,$150.00 
40.70536047,-74.00829759,Shared room,$105.00 
40.70450174,-74.00940391,Shared room,$55.00 
40.81515694,-73.94829311,Shared room,$55.00 
40.7618422,-73.99057814,Shared room,$49.00 
40.76767918,-73.99137431,Shared room,$50.00 
40.86553231,-73.92627041,Shared room,$35.00 
40.74847099,-73.87908135,Shared room,$23.00 
40.74220641,-73.97993943,Shared room,$49.00 
40.75087023,-73.98837918,Shared room,"$1,500.00 "
40.61210358,-73.95805796,Shared room,$32.00 
40.6122008,-73.9579252,Shared room,$32.00 
40.76178497,-73.98623222,Shared room,$52.00 
40.76072674,-73.98571456,Shared room,$50.00 
40.78509818,-73.95253927,Shared room,$60.00 
40.78418363,-73.97753908,Shared room,$58.00 
40.78587058,-73.97868878,Shared room,$58.00 
40.84752667,-73.93508394,Shared room,$50.00 
40.71197741,-73.93618101,Shared room,$32.00 
40.63573897,-74.00328882,Shared room,$40.00 
40.73737586,-73.85722969,Shared room,$38.00 
40.73846912,-73.85596175,Shared room,$39.00 
40.68748646,-73.87130777,Shared room,$20.00 
40.6450904,-73.94824712,Shared room,$27.00 
40.79864652,-73.93827986,Shared room,$35.00 
40.79004046,-73.94846369,Shared room,$69.00 
40.72328173,-73.98830332,Shared room,$299.00 
40.72362593,-73.98794504,Shared room,$49.00 
40.70511049,-74.00942583,Shared room,"$1,000.00 "
40.70573128,-74.00854613,Shared room,$75.00 
40.70680848,-74.00949486,Shared room,$60.00 
40.75962117,-73.9217551,Shared room,$50.00 
40.75750898,-73.91841962,Shared room,$40.00 
40.63820931,-74.02729972,Shared room,$22.00 
40.82320238,-73.95580527,Shared room,$35.00 
40.79909377,-73.95421601,Shared room,$77.00 
40.76058604,-73.98864546,Shared room,$105.00 
40.86524046,-73.92338169,Shared room,$25.00 
40.86199302,-73.92828108,Shared room,$25.00 
40.68696048,-73.78023918,Shared room,$52.00 
40.70970086,-73.98724035,Shared room,$35.00 
40.87812999,-73.91063916,Shared room,$45.00 
40.87268666,-73.88624191,Shared room,$100.00 
40.77734495,-73.95778511,Shared room,$130.00 
40.77305407,-73.96282922,Shared room,$99.00 
40.78459041,-73.97701224,Shared room,$56.00 
40.80076351,-73.9638915,Shared room,$100.00 
40.70623737,-73.92860866,Shared room,$60.00 
40.72013871,-73.96176002,Shared room,$65.00 
40.70096711,-73.94182162,Shared room,$24.00 
40.69332905,-73.90764737,Shared room,$47.00 
40.69087997,-73.90618273,Shared room,$100.00 
40.71589829,-73.99600395,Shared room,$75.00 
40.79984837,-73.9383633,Shared room,$35.00 
40.78867892,-73.95274866,Shared room,$34.00 
40.79370554,-73.94507116,Shared room,$42.00 
40.79652053,-73.94913391,Shared room,$39.00 
40.66585531,-73.89442854,Shared room,$100.00 
40.70582645,-74.00716861,Shared room,$47.00 
40.63549043,-73.95817108,Shared room,$35.00 
40.6430712,-73.95454952,Shared room,$30.00 
40.6204556,-73.94296609,Shared room,$50.00 
40.7566036,-73.81872711,Shared room,$35.00 
40.61768714,-74.03594826,Shared room,$35.00 
40.68246752,-73.84368201,Shared room,$25.00 
40.71077738,-74.01623345,Shared room,$55.00 
40.69668174,-73.93714844,Shared room,$27.00 
40.82782276,-73.94571104,Shared room,$65.00 
40.76309377,-73.99217087,Shared room,$79.00 
40.75837405,-73.99195486,Shared room,$165.00 
40.76203632,-73.99092048,Shared room,$46.00 
40.74884357,-73.97953982,Shared room,$75.00 
40.7425093,-73.9574623,Shared room,$130.00 
40.7570085,-73.96804088,Shared room,$65.00 
40.76206608,-73.97771448,Shared room,$65.00 
40.72187524,-73.99647315,Shared room,$115.00 
40.67289495,-73.97433987,Shared room,$60.00 
40.76641264,-73.94561099,Shared room,$45.00 
40.76124442,-73.95035129,Shared room,$49.00 
40.60871379,-73.95253057,Shared room,$50.00 
40.69985642,-73.75473697,Shared room,$65.00 
40.75302268,-73.90281232,Shared room,$40.00 
40.76859812,-73.95306682,Shared room,$85.00 
40.77750302,-73.95261546,Shared room,$45.00 
40.76995375,-73.95604089,Shared room,$120.00 
40.76781255,-73.96188184,Shared room,$45.00 
40.78986347,-73.9754312,Shared room,$55.00 
40.8340466,-73.94564974,Shared room,"$1,000.00 "
40.83290197,-73.94462963,Shared room,$99.00 
40.73546056,-74.00263137,Shared room,$80.00 
40.68700033,-73.93446301,Shared room,$30.00 
40.69979466,-73.92409153,Shared room,$100.00 
40.74010278,-74.00160024,Shared room,$149.00 
40.69428867,-73.96284014,Shared room,$247.00 
40.69172084,-73.9693353,Shared room,$40.00 
40.6683799,-73.95624291,Shared room,$45.00 
40.66612086,-73.93696193,Shared room,$20.00 
40.64233093,-73.94773174,Shared room,$38.00 
40.79972249,-73.94130245,Shared room,$45.00 
40.74396718,-73.87902984,Shared room,$35.00 
40.72051541,-73.98002538,Shared room,$100.00 
40.7061022,-74.004657,Shared room,$80.00 
40.71008033,-74.0095726,Shared room,$79.00 
40.65052133,-73.96264461,Shared room,$99.00 
40.63931776,-73.95551633,Shared room,$26.00 
40.74366703,-73.99091342,Shared room,$90.00 
40.66892818,-73.99404471,Shared room,$44.00 
40.73575899,-73.85621002,Shared room,$40.00 
40.69092709,-73.97901076,Shared room,$99.00 
40.76602232,-73.9174159,Shared room,$75.00 
40.76976552,-73.91596332,Shared room,$45.00 
40.63633649,-74.02667817,Shared room,$17.00 
40.58578408,-73.96780946,Shared room,$32.00 
40.81420394,-73.94051997,Shared room,$72.00 
40.81741755,-73.95446671,Shared room,$65.00 
40.76683488,-73.99329952,Shared room,$85.00 
40.85922159,-73.93098276,Shared room,$30.00 
40.74896594,-73.88214566,Shared room,$42.00 
40.74425017,-73.95733086,Shared room,$34.00 
40.81522682,-73.9612255,Shared room,$50.00 
40.7062843,-73.90031242,Shared room,$60.00 
40.74585015,-73.92691483,Shared room,$60.00 
40.74481296,-73.91753641,Shared room,$32.00 
40.8509047,-73.93361043,Shared room,$42.00 
40.71181687,-73.95691906,Shared room,$130.00 
40.71376641,-73.93562959,Shared room,$31.00 
40.68045625,-73.9192761,Shared room,$42.00 
40.85960603,-73.89030744,Shared room,$110.00 
40.69533423,-73.9088937,Shared room,$28.00 
40.68552421,-73.96394962,Shared room,$50.00 
40.67088642,-73.96035119,Shared room,$70.00 
40.7369923,-73.86264116,Shared room,$40.00 
40.79290841,-73.94019808,Shared room,$50.00 
40.7947252,-73.94977431,Shared room,$39.00 
40.72680929,-73.98963283,Shared room,$58.00 
40.72140308,-73.98118708,Shared room,$65.00 
40.65210046,-73.96097698,Shared room,$45.00 
40.6468064,-73.95901219,Shared room,$30.00 
40.74780198,-73.81592557,Shared room,$24.00 
40.721111,-73.84383434,Shared room,$75.00 
40.73389984,-73.98548287,Shared room,$200.00 
40.82510228,-73.93552104,Shared room,$50.00 
40.7633183,-73.9890112,Shared room,$75.00 
40.74887603,-73.87985772,Shared room,$23.00 
40.75304701,-73.93767615,Shared room,$65.00 
40.75832313,-73.92873758,Shared room,$72.00 
40.72027338,-73.98535237,Shared room,$60.00 
40.71588897,-73.8988817,Shared room,$35.00 
40.83049126,-73.87353719,Shared room,$50.00 
40.58403537,-73.95783119,Shared room,$29.00 
40.88268149,-73.91124828,Shared room,$40.00 
40.74329506,-73.90569081,Shared room,$35.00 
40.78542481,-73.9546297,Shared room,$300.00 
40.7667496,-73.95427719,Shared room,$52.00 
40.77984037,-73.94929028,Shared room,$85.00 
40.77515694,-73.95549826,Shared room,$80.00 
40.77878765,-73.98031801,Shared room,$55.00 
40.85440406,-73.93091153,Shared room,$41.00 
40.8476415,-73.93875004,Shared room,$65.00 
40.85672038,-73.93019751,Shared room,$100.00 
40.85328567,-73.93017286,Shared room,$45.00 
40.83785601,-73.91786974,Shared room,$30.00 
40.73733189,-73.85703977,Shared room,$40.00 
40.66382569,-73.92705516,Shared room,$95.00 
40.73065392,-73.98898517,Shared room,$93.00 
40.5992603,-73.74897953,Shared room,$50.00 
40.70891211,-74.01291693,Shared room,$45.00 
40.7578967,-73.83048272,Shared room,$110.00 
40.77939945,-73.91645848,Shared room,$22.00 
40.58913439,-73.96644111,Shared room,$32.00 
40.8221912,-73.94938896,Shared room,$45.00 
40.76216583,-73.98879387,Shared room,$55.00 
40.76546468,-73.98553238,Shared room,$59.00 
40.74934821,-73.88331747,Shared room,$23.00 
40.74101204,-73.97982816,Shared room,$49.00 
40.73711043,-73.97731417,Shared room,$25.00 
40.72194409,-73.98941067,Shared room,$68.00 
40.74383615,-73.98243447,Shared room,$55.00 
40.76212594,-73.95601339,Shared room,$60.00 
40.77906787,-73.94952573,Shared room,$75.00 
40.7822845,-73.97986562,Shared room,$46.00 
40.80073936,-73.95885881,Shared room,$49.00 
40.78573698,-73.97046563,Shared room,$70.00 
40.8337899,-73.94140676,Shared room,$32.00 
40.84805094,-73.94208502,Shared room,$42.00 
40.83980355,-73.9384986,Shared room,$35.00 
40.85029241,-73.9364454,Shared room,$360.00 
40.65988423,-73.96120165,Shared room,$59.00 
40.63591303,-73.90940619,Shared room,$80.00 
40.73941507,-74.00008647,Shared room,$50.00 
40.67529027,-73.91023947,Shared room,$35.00 
40.67799271,-73.94709233,Shared room,$45.00 
40.67102984,-73.91843002,Shared room,$25.00 
40.65445819,-73.92613019,Shared room,$99.00 
40.64583395,-73.94830432,Shared room,$25.00 
40.64471125,-73.94950466,Shared room,$20.00 
40.64517091,-73.94843266,Shared room,$40.00 
40.7914884,-73.95105865,Shared room,$28.00 
40.79741575,-73.9375262,Shared room,$60.00 
40.79639978,-73.94919188,Shared room,$42.00 
40.79518861,-73.94838839,Shared room,$38.00 
40.64080208,-73.95537289,Shared room,$50.00 
40.69302067,-73.9822064,Shared room,$40.00 
40.69564925,-73.9412264,Shared room,$65.00 
40.5854433,-73.96729095,Shared room,$32.00 
40.81936968,-73.95588527,Shared room,$70.00 
40.86765902,-73.91991165,Shared room,$55.00 
40.86675477,-73.92828633,Shared room,$85.00 
40.74362552,-73.98037828,Shared room,$49.00 
40.74443588,-73.9717379,Shared room,$115.00 
40.61085652,-73.97253835,Shared room,$55.00 
40.7165033,-73.90059721,Shared room,$35.00 
40.70610338,-73.91149639,Shared room,$27.00 
40.69704908,-73.89940494,Shared room,$45.00 
40.64167047,-74.01182226,Shared room,$30.00 
40.75118652,-73.90223027,Shared room,$40.00 
40.78047037,-73.95463084,Shared room,$49.00 
40.77141009,-73.95340175,Shared room,$45.00 
40.76738319,-73.95478632,Shared room,$39.00 
40.77926828,-73.95071321,Shared room,$45.00 
40.77412703,-73.95420246,Shared room,$65.00 
40.76196044,-73.95973275,Shared room,$99.00 
40.77892649,-73.97859232,Shared room,$10.00 